contract_id,player_id,player_name,signing_year,signing_age,age,role,position,negotiation_type,years,aav_m,guarantee_m,team,source,source_url,service_years,il_days_last_3y,ped_suspensions,other_suspensions,war,wrc_plus,ops_plus,obp,slg,iso,bb_pct,k_pct,defensive_runs,baserunning_runs,avg_ev,barrel_pct,hard_hit_pct,chase_pct,whiff_pct,era,fip,xfip,innings,avg_velocity,stuff_plus,location_plus,overall_grade
DEMO-10255-2022-311,10255,Demo Pitcher 255,2022,31.0,31.0,Pitcher,RP,Extension,5,30.35,153.89,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,46,0,0,2.47,,,,,,9.4,28.7,,,,,,32.8,32.7,2.68,3.0,3.18,54.6,97.2,121.0,114.3,60
DEMO-10256-2017-312,10256,Demo Pitcher 256,2017,30.0,30.0,Pitcher,SP,Free Agent,5,32.11,149.13,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,35,0,0,2.85,,,,,,8.2,32.3,,,,,,36.9,30.9,3.59,3.5,3.76,150.7,95.0,111.6,105.2,60
DEMO-10257-2018-313,10257,Demo Pitcher 257,2018,25.0,25.0,Pitcher,RP,Extension,10,42.15,382.42,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,76,0,0,4.09,,,,,,6.3,28.7,,,,,,30.2,31.0,2.91,2.88,2.84,56.4,96.5,119.7,117.6,55
DEMO-10258-2020-314,10258,Demo Pitcher 258,2020,25.0,25.0,Pitcher,SP,Free Agent,10,26.91,269.06,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,1,1.91,,,,,,8.9,22.9,,,,,,30.4,28.8,2.9,3.33,3.61,165.4,94.0,103.6,117.4,55
DEMO-10258-2019-315,10258,Demo Pitcher 258,2019,24.0,24.0,Pitcher,SP,Free Agent,8,22.27,168.74,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,17,0,1,1.65,,,,,,4.7,23.2,,,,,,31.8,30.9,3.6,4.15,4.21,170.0,95.2,112.9,89.0,55
DEMO-10259-2016-316,10259,Demo Pitcher 259,2016,23.0,23.0,Pitcher,RP,Extension,12,51.11,576.68,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,5.05,,,,,,4.2,31.2,,,,,,34.4,36.9,2.64,2.39,2.44,80.4,98.1,128.0,105.6,55
DEMO-10260-2020-317,10260,Demo Pitcher 260,2020,31.0,31.0,Pitcher,SP,Extension,3,57.13,167.94,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,78,0,0,5.51,,,,,,3.3,38.3,,,,,,36.1,32.5,2.44,2.34,2.07,214.8,96.0,142.8,114.9,60
DEMO-10261-2023-318,10261,Demo Pitcher 261,2023,22.0,22.0,Pitcher,RP,Free Agent,11,69.91,707.75,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,43,0,0,5.07,,,,,,7.2,32.7,,,,,,31.4,29.8,2.79,2.69,2.81,86.0,98.2,126.8,101.0,60
DEMO-10262-2024-319,10262,Demo Pitcher 262,2024,23.0,23.0,Pitcher,SP,Extension,12,48.05,558.39,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,6,0,0,3.73,,,,,,5.1,27.4,,,,,,35.8,28.9,2.12,2.32,2.22,197.2,94.0,113.5,101.5,50
DEMO-10263-2016-320,10263,Demo Pitcher 263,2016,30.0,30.0,Pitcher,RP,Free Agent,4,44.41,174.92,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,58,0,0,3.93,,,,,,8.2,24.7,,,,,,32.1,29.1,3.73,3.03,2.55,63.0,96.8,130.9,118.6,55
DEMO-10264-2017-321,10264,Demo Pitcher 264,2017,27.0,27.0,Pitcher,RP,Free Agent,9,36.61,305.74,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,37,0,0,4.0,,,,,,2.0,26.5,,,,,,30.0,32.3,2.14,2.67,2.53,71.9,96.6,108.7,113.9,50
DEMO-10264-2019-322,10264,Demo Pitcher 264,2019,29.0,29.0,Pitcher,RP,Free Agent,5,51.52,213.53,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,30,0,0,4.21,,,,,,4.3,29.5,,,,,,36.6,31.6,2.16,2.82,3.0,70.7,98.7,121.8,117.4,50
DEMO-10265-2025-323,10265,Demo Pitcher 265,2025,30.0,30.0,Pitcher,RP,Free Agent,6,70.97,436.55,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,91,0,0,5.64,,,,,,5.9,32.0,,,,,,38.7,34.6,1.99,1.91,2.2,62.2,98.3,112.8,105.7,65
DEMO-10266-2015-324,10266,Demo Pitcher 266,2015,29.0,29.0,Pitcher,RP,Free Agent,4,66.57,225.63,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,14,0,0,7.02,,,,,,4.3,37.3,,,,,,36.1,32.2,1.81,1.96,2.11,74.2,99.0,138.7,114.5,65
DEMO-10267-2018-325,10267,Demo Pitcher 267,2018,32.0,32.0,Pitcher,RP,Free Agent,4,40.05,146.22,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,52,0,1,3.82,,,,,,8.0,30.6,,,,,,32.0,24.7,2.72,2.82,2.76,63.5,98.3,109.1,96.1,55
DEMO-10268-2020-326,10268,Demo Pitcher 268,2020,31.0,31.0,Pitcher,SP,Extension,4,16.54,63.42,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,0,0,0,1.1,,,,,,9.1,19.1,,,,,,27.3,29.2,3.41,3.73,3.96,147.5,92.9,89.7,101.7,45
DEMO-10269-2020-327,10269,Demo Pitcher 269,2020,29.0,29.0,Pitcher,RP,Free Agent,5,58.38,266.91,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,41,0,0,4.99,,,,,,2.7,27.7,,,,,,38.5,34.6,2.95,2.51,2.75,71.8,98.8,130.7,125.0,45
DEMO-10269-2019-328,10269,Demo Pitcher 269,2019,28.0,28.0,Pitcher,RP,Free Agent,7,57.19,325.28,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,22,0,0,5.16,,,,,,3.6,31.2,,,,,,34.2,33.9,2.45,2.59,2.67,56.1,98.0,137.3,110.1,45
DEMO-10270-2021-329,10270,Demo Pitcher 270,2021,23.0,23.0,Pitcher,SP,Arbitration,1,21.69,21.69,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,94,0,0,5.16,,,,,,2.0,33.6,,,,,,34.8,33.0,3.06,2.66,2.5,240.8,95.8,142.2,116.9,75
DEMO-10270-2022-330,10270,Demo Pitcher 270,2022,24.0,24.0,Pitcher,SP,Extension,9,66.44,524.18,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,132,0,0,6.14,,,,,,6.1,35.9,,,,,,35.4,35.8,2.95,2.29,2.6,203.4,95.5,113.3,110.0,75
DEMO-10271-2017-331,10271,Demo Pitcher 271,2017,31.0,31.0,Pitcher,SP,Free Agent,2,5.15,9.04,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,0,0,0,-0.09,,,,,,8.5,18.5,,,,,,24.3,27.5,4.64,4.73,4.78,163.0,93.3,104.8,87.4,45
DEMO-10272-2017-332,10272,Demo Pitcher 272,2017,28.0,28.0,Pitcher,SP,Free Agent,7,35.83,213.46,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,67,0,0,2.82,,,,,,7.1,24.8,,,,,,33.7,29.0,3.25,3.0,3.37,192.6,94.5,113.6,100.4,50
DEMO-10273-2017-333,10273,Demo Pitcher 273,2017,27.0,27.0,Pitcher,RP,Extension,10,44.64,419.08,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,94,0,0,3.6,,,,,,6.7,27.5,,,,,,35.7,30.1,1.71,2.14,2.15,75.0,96.0,129.5,101.8,50
DEMO-10274-2017-334,10274,Demo Pitcher 274,2017,30.0,30.0,Pitcher,RP,Free Agent,3,7.25,19.74,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,0,0,0,0.54,,,,,,6.7,22.6,,,,,,30.7,24.5,3.84,4.05,4.31,49.0,96.6,108.0,97.8,55
DEMO-10275-2014-335,10275,Demo Pitcher 275,2014,26.0,26.0,Pitcher,RP,Free Agent,5,38.58,176.4,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,2,0,0,3.92,,,,,,5.1,30.1,,,,,,32.5,35.0,2.69,3.0,2.97,81.2,94.2,117.0,110.3,55
DEMO-10275-2012-336,10275,Demo Pitcher 275,2012,24.0,24.0,Pitcher,RP,Extension,8,37.01,272.22,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,3.38,,,,,,4.6,26.6,,,,,,33.0,28.1,3.58,3.71,3.6,59.3,96.3,115.9,108.5,55
DEMO-10276-2022-337,10276,Demo Pitcher 276,2022,27.0,27.0,Pitcher,RP,Extension,8,56.23,414.43,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,13,0,0,5.25,,,,,,2.4,30.2,,,,,,35.9,36.0,2.83,2.46,2.54,56.9,97.4,130.9,99.2,65
DEMO-10277-2024-338,10277,Demo Pitcher 277,2024,30.0,30.0,Pitcher,SP,Extension,3,44.3,121.67,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,9.0,78,0,1,3.42,,,,,,7.9,35.2,,,,,,33.6,29.5,2.83,3.06,3.18,153.3,96.7,120.5,99.9,60
DEMO-10278-2021-339,10278,Demo Pitcher 278,2021,28.0,28.0,Pitcher,RP,Free Agent,8,23.29,168.91,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,48,0,0,1.48,,,,,,7.5,22.0,,,,,,29.7,21.0,4.08,3.79,3.71,52.2,95.6,98.8,91.1,55
DEMO-10279-2025-340,10279,Demo Pitcher 279,2025,36.0,36.0,Pitcher,RP,Free Agent,3,14.77,46.81,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,9.0,0,0,0,-0.5,,,,,,8.3,22.6,,,,,,23.4,19.5,5.57,4.98,4.94,53.5,95.4,101.2,90.9,50
DEMO-10280-2016-341,10280,Demo Pitcher 280,2016,26.0,26.0,Pitcher,SP,Free Agent,6,45.28,233.09,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,55,0,0,4.99,,,,,,6.1,30.4,,,,,,34.7,34.0,2.21,2.27,2.2,205.5,97.1,131.3,104.0,65
DEMO-10281-2019-342,10281,Demo Pitcher 281,2019,28.0,28.0,Pitcher,RP,Extension,5,53.03,228.79,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,55,0,0,4.12,,,,,,3.1,24.6,,,,,,30.7,28.1,2.92,3.14,3.38,60.4,97.5,125.0,109.4,60
DEMO-10282-2024-343,10282,Demo Pitcher 282,2024,28.0,28.0,Pitcher,SP,Arbitration,1,18.27,18.27,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,58,0,0,3.75,,,,,,3.2,29.4,,,,,,34.7,30.5,2.94,3.21,3.25,214.8,94.1,110.5,103.1,50
DEMO-10283-2016-344,10283,Demo Pitcher 283,2016,32.0,32.0,Pitcher,SP,Arbitration,1,17.25,17.25,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,31,0,0,4.95,,,,,,4.8,37.3,,,,,,33.2,34.1,3.19,3.3,3.35,225.1,94.2,123.3,118.8,65
DEMO-10284-2017-345,10284,Demo Pitcher 284,2017,31.0,31.0,Pitcher,RP,Free Agent,3,9.94,26.45,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,0,0,0,0.56,,,,,,11.2,20.9,,,,,,25.3,24.0,4.51,4.53,4.55,60.6,95.8,100.3,105.4,55
DEMO-10285-2021-346,10285,Demo Pitcher 285,2021,34.0,34.0,Pitcher,RP,Extension,3,12.32,33.83,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,0,0,0,-0.5,,,,,,10.3,16.9,,,,,,27.0,20.5,4.16,4.49,4.66,48.3,96.0,93.5,85.2,40
DEMO-10286-2019-347,10286,Demo Pitcher 286,2019,28.0,28.0,Pitcher,RP,Extension,5,50.35,248.13,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,34,0,0,4.28,,,,,,6.3,36.1,,,,,,36.9,27.7,2.91,3.72,3.77,60.9,94.4,127.1,105.4,60
DEMO-10287-2025-348,10287,Demo Pitcher 287,2025,35.0,35.0,Pitcher,SP,Extension,2,9.39,19.64,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,67,0,0,0.12,,,,,,7.8,20.9,,,,,,27.2,22.5,5.1,4.85,4.79,141.3,93.5,92.8,104.6,50
DEMO-10288-2019-349,10288,Demo Pitcher 288,2019,25.0,25.0,Pitcher,SP,Extension,9,35.29,295.19,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,72,0,0,3.51,,,,,,6.7,29.5,,,,,,30.9,26.9,3.46,3.79,3.76,202.6,93.6,116.4,103.8,60
DEMO-10289-2011-350,10289,Demo Pitcher 289,2011,26.0,26.0,Pitcher,RP,Arbitration,1,12.49,12.49,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,3.17,,,,,,3.2,28.0,,,,,,34.6,33.0,3.81,3.52,3.47,66.6,98.8,116.0,109.5,55
DEMO-10290-2010-351,10290,Demo Pitcher 290,2010,22.0,22.0,Pitcher,SP,Extension,8,28.1,205.75,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,54,0,0,2.59,,,,,,8.4,25.3,,,,,,35.4,32.9,3.42,3.35,3.23,152.9,97.2,136.2,95.8,70
